# Generated high-coverage adjacent 4-pack patterns.
# Do not hand-edit unless you intend to freeze a modified grid.
# Format: PAIR id width height row group0 mask0 mask1
#         TRIPLE id width height row group0 mask0 mask1 mask2
# Masks are 0..15 (bit3=pos0 ... bit0=pos3). Width is always a multiple of 4.
#
# Placement:
#   pair_L  groups 0-1 on W=16 (left edge)
#   pair_M  groups 1-2 on W=16 (has empty neighbors)
#   pair_R  groups 2-3 on W=16 (right edge)
#   triple  groups 0-1-2 on W=12

TRIPLE t_3_2_6 12 3 1 0 3 2 6
TRIPLE t_3_2_7 12 3 1 0 3 2 7
TRIPLE t_3_2_8 12 3 1 0 3 2 8
TRIPLE t_3_2_9 12 3 1 0 3 2 9
TRIPLE t_3_2_10 12 3 1 0 3 2 10
TRIPLE t_3_2_11 12 3 1 0 3 2 11
TRIPLE t_3_2_12 12 3 1 0 3 2 12
TRIPLE t_3_2_13 12 3 1 0 3 2 13
TRIPLE t_3_2_14 12 3 1 0 3 2 14
TRIPLE t_3_2_15 12 3 1 0 3 2 15
TRIPLE t_3_3_0 12 3 1 0 3 3 0
TRIPLE t_3_3_1 12 3 1 0 3 3 1
TRIPLE t_3_3_2 12 3 1 0 3 3 2
TRIPLE t_3_3_3 12 3 1 0 3 3 3
TRIPLE t_3_3_4 12 3 1 0 3 3 4
TRIPLE t_3_3_5 12 3 1 0 3 3 5
TRIPLE t_3_3_6 12 3 1 0 3 3 6
TRIPLE t_3_3_7 12 3 1 0 3 3 7
TRIPLE t_3_3_8 12 3 1 0 3 3 8
TRIPLE t_3_3_9 12 3 1 0 3 3 9
TRIPLE t_3_3_10 12 3 1 0 3 3 10
TRIPLE t_3_3_11 12 3 1 0 3 3 11
TRIPLE t_3_3_12 12 3 1 0 3 3 12
TRIPLE t_3_3_13 12 3 1 0 3 3 13
TRIPLE t_3_3_14 12 3 1 0 3 3 14
TRIPLE t_3_3_15 12 3 1 0 3 3 15
TRIPLE t_3_4_0 12 3 1 0 3 4 0
TRIPLE t_3_4_1 12 3 1 0 3 4 1
TRIPLE t_3_4_2 12 3 1 0 3 4 2
TRIPLE t_3_4_3 12 3 1 0 3 4 3
TRIPLE t_3_4_4 12 3 1 0 3 4 4
TRIPLE t_3_4_5 12 3 1 0 3 4 5
TRIPLE t_3_4_6 12 3 1 0 3 4 6
TRIPLE t_3_4_7 12 3 1 0 3 4 7
TRIPLE t_3_4_8 12 3 1 0 3 4 8
TRIPLE t_3_4_9 12 3 1 0 3 4 9
TRIPLE t_3_4_10 12 3 1 0 3 4 10
TRIPLE t_3_4_11 12 3 1 0 3 4 11
TRIPLE t_3_4_12 12 3 1 0 3 4 12
TRIPLE t_3_4_13 12 3 1 0 3 4 13
TRIPLE t_3_4_14 12 3 1 0 3 4 14
TRIPLE t_3_4_15 12 3 1 0 3 4 15
TRIPLE t_3_5_0 12 3 1 0 3 5 0
TRIPLE t_3_5_1 12 3 1 0 3 5 1
TRIPLE t_3_5_2 12 3 1 0 3 5 2
TRIPLE t_3_5_3 12 3 1 0 3 5 3
TRIPLE t_3_5_4 12 3 1 0 3 5 4
TRIPLE t_3_5_5 12 3 1 0 3 5 5
TRIPLE t_3_5_6 12 3 1 0 3 5 6
TRIPLE t_3_5_7 12 3 1 0 3 5 7
TRIPLE t_3_5_8 12 3 1 0 3 5 8
TRIPLE t_3_5_9 12 3 1 0 3 5 9
TRIPLE t_3_5_10 12 3 1 0 3 5 10
TRIPLE t_3_5_11 12 3 1 0 3 5 11
TRIPLE t_3_5_12 12 3 1 0 3 5 12
TRIPLE t_3_5_13 12 3 1 0 3 5 13
TRIPLE t_3_5_14 12 3 1 0 3 5 14
TRIPLE t_3_5_15 12 3 1 0 3 5 15
TRIPLE t_3_6_0 12 3 1 0 3 6 0
TRIPLE t_3_6_1 12 3 1 0 3 6 1
TRIPLE t_3_6_2 12 3 1 0 3 6 2
TRIPLE t_3_6_3 12 3 1 0 3 6 3
TRIPLE t_3_6_4 12 3 1 0 3 6 4
TRIPLE t_3_6_5 12 3 1 0 3 6 5
TRIPLE t_3_6_6 12 3 1 0 3 6 6
TRIPLE t_3_6_7 12 3 1 0 3 6 7
TRIPLE t_3_6_8 12 3 1 0 3 6 8
TRIPLE t_3_6_9 12 3 1 0 3 6 9
TRIPLE t_3_6_10 12 3 1 0 3 6 10
TRIPLE t_3_6_11 12 3 1 0 3 6 11
TRIPLE t_3_6_12 12 3 1 0 3 6 12
TRIPLE t_3_6_13 12 3 1 0 3 6 13
TRIPLE t_3_6_14 12 3 1 0 3 6 14
TRIPLE t_3_6_15 12 3 1 0 3 6 15
TRIPLE t_3_7_0 12 3 1 0 3 7 0
TRIPLE t_3_7_1 12 3 1 0 3 7 1
TRIPLE t_3_7_2 12 3 1 0 3 7 2
TRIPLE t_3_7_3 12 3 1 0 3 7 3
TRIPLE t_3_7_4 12 3 1 0 3 7 4
TRIPLE t_3_7_5 12 3 1 0 3 7 5
TRIPLE t_3_7_6 12 3 1 0 3 7 6
TRIPLE t_3_7_7 12 3 1 0 3 7 7
TRIPLE t_3_7_8 12 3 1 0 3 7 8
TRIPLE t_3_7_9 12 3 1 0 3 7 9
TRIPLE t_3_7_10 12 3 1 0 3 7 10
TRIPLE t_3_7_11 12 3 1 0 3 7 11
TRIPLE t_3_7_12 12 3 1 0 3 7 12
TRIPLE t_3_7_13 12 3 1 0 3 7 13
TRIPLE t_3_7_14 12 3 1 0 3 7 14
TRIPLE t_3_7_15 12 3 1 0 3 7 15
TRIPLE t_3_8_0 12 3 1 0 3 8 0
TRIPLE t_3_8_1 12 3 1 0 3 8 1
TRIPLE t_3_8_2 12 3 1 0 3 8 2
TRIPLE t_3_8_3 12 3 1 0 3 8 3
TRIPLE t_3_8_4 12 3 1 0 3 8 4
TRIPLE t_3_8_5 12 3 1 0 3 8 5
TRIPLE t_3_8_6 12 3 1 0 3 8 6
TRIPLE t_3_8_7 12 3 1 0 3 8 7
TRIPLE t_3_8_8 12 3 1 0 3 8 8
TRIPLE t_3_8_9 12 3 1 0 3 8 9
TRIPLE t_3_8_10 12 3 1 0 3 8 10
TRIPLE t_3_8_11 12 3 1 0 3 8 11
TRIPLE t_3_8_12 12 3 1 0 3 8 12
TRIPLE t_3_8_13 12 3 1 0 3 8 13
TRIPLE t_3_8_14 12 3 1 0 3 8 14
TRIPLE t_3_8_15 12 3 1 0 3 8 15
TRIPLE t_3_9_0 12 3 1 0 3 9 0
TRIPLE t_3_9_1 12 3 1 0 3 9 1
TRIPLE t_3_9_2 12 3 1 0 3 9 2
TRIPLE t_3_9_3 12 3 1 0 3 9 3
TRIPLE t_3_9_4 12 3 1 0 3 9 4
TRIPLE t_3_9_5 12 3 1 0 3 9 5
TRIPLE t_3_9_6 12 3 1 0 3 9 6
TRIPLE t_3_9_7 12 3 1 0 3 9 7
TRIPLE t_3_9_8 12 3 1 0 3 9 8
TRIPLE t_3_9_9 12 3 1 0 3 9 9
TRIPLE t_3_9_10 12 3 1 0 3 9 10
TRIPLE t_3_9_11 12 3 1 0 3 9 11
TRIPLE t_3_9_12 12 3 1 0 3 9 12
TRIPLE t_3_9_13 12 3 1 0 3 9 13
TRIPLE t_3_9_14 12 3 1 0 3 9 14
TRIPLE t_3_9_15 12 3 1 0 3 9 15
TRIPLE t_3_10_0 12 3 1 0 3 10 0
TRIPLE t_3_10_1 12 3 1 0 3 10 1
TRIPLE t_3_10_2 12 3 1 0 3 10 2
TRIPLE t_3_10_3 12 3 1 0 3 10 3
TRIPLE t_3_10_4 12 3 1 0 3 10 4
TRIPLE t_3_10_5 12 3 1 0 3 10 5
TRIPLE t_3_10_6 12 3 1 0 3 10 6
TRIPLE t_3_10_7 12 3 1 0 3 10 7
TRIPLE t_3_10_8 12 3 1 0 3 10 8
TRIPLE t_3_10_9 12 3 1 0 3 10 9
TRIPLE t_3_10_10 12 3 1 0 3 10 10
TRIPLE t_3_10_11 12 3 1 0 3 10 11
TRIPLE t_3_10_12 12 3 1 0 3 10 12
TRIPLE t_3_10_13 12 3 1 0 3 10 13
TRIPLE t_3_10_14 12 3 1 0 3 10 14
TRIPLE t_3_10_15 12 3 1 0 3 10 15
TRIPLE t_3_11_0 12 3 1 0 3 11 0
TRIPLE t_3_11_1 12 3 1 0 3 11 1
TRIPLE t_3_11_2 12 3 1 0 3 11 2
TRIPLE t_3_11_3 12 3 1 0 3 11 3
TRIPLE t_3_11_4 12 3 1 0 3 11 4
TRIPLE t_3_11_5 12 3 1 0 3 11 5
TRIPLE t_3_11_6 12 3 1 0 3 11 6
TRIPLE t_3_11_7 12 3 1 0 3 11 7
TRIPLE t_3_11_8 12 3 1 0 3 11 8
TRIPLE t_3_11_9 12 3 1 0 3 11 9
TRIPLE t_3_11_10 12 3 1 0 3 11 10
TRIPLE t_3_11_11 12 3 1 0 3 11 11
TRIPLE t_3_11_12 12 3 1 0 3 11 12
TRIPLE t_3_11_13 12 3 1 0 3 11 13
TRIPLE t_3_11_14 12 3 1 0 3 11 14
TRIPLE t_3_11_15 12 3 1 0 3 11 15
TRIPLE t_3_12_0 12 3 1 0 3 12 0
TRIPLE t_3_12_1 12 3 1 0 3 12 1
TRIPLE t_3_12_2 12 3 1 0 3 12 2
TRIPLE t_3_12_3 12 3 1 0 3 12 3
TRIPLE t_3_12_4 12 3 1 0 3 12 4
TRIPLE t_3_12_5 12 3 1 0 3 12 5
TRIPLE t_3_12_6 12 3 1 0 3 12 6
TRIPLE t_3_12_7 12 3 1 0 3 12 7
TRIPLE t_3_12_8 12 3 1 0 3 12 8
TRIPLE t_3_12_9 12 3 1 0 3 12 9
TRIPLE t_3_12_10 12 3 1 0 3 12 10
TRIPLE t_3_12_11 12 3 1 0 3 12 11
TRIPLE t_3_12_12 12 3 1 0 3 12 12
TRIPLE t_3_12_13 12 3 1 0 3 12 13
TRIPLE t_3_12_14 12 3 1 0 3 12 14
TRIPLE t_3_12_15 12 3 1 0 3 12 15
TRIPLE t_3_13_0 12 3 1 0 3 13 0
TRIPLE t_3_13_1 12 3 1 0 3 13 1
TRIPLE t_3_13_2 12 3 1 0 3 13 2
TRIPLE t_3_13_3 12 3 1 0 3 13 3
TRIPLE t_3_13_4 12 3 1 0 3 13 4
TRIPLE t_3_13_5 12 3 1 0 3 13 5
TRIPLE t_3_13_6 12 3 1 0 3 13 6
TRIPLE t_3_13_7 12 3 1 0 3 13 7
TRIPLE t_3_13_8 12 3 1 0 3 13 8
TRIPLE t_3_13_9 12 3 1 0 3 13 9
TRIPLE t_3_13_10 12 3 1 0 3 13 10
TRIPLE t_3_13_11 12 3 1 0 3 13 11
TRIPLE t_3_13_12 12 3 1 0 3 13 12
TRIPLE t_3_13_13 12 3 1 0 3 13 13
TRIPLE t_3_13_14 12 3 1 0 3 13 14
TRIPLE t_3_13_15 12 3 1 0 3 13 15
TRIPLE t_3_14_0 12 3 1 0 3 14 0
TRIPLE t_3_14_1 12 3 1 0 3 14 1
TRIPLE t_3_14_2 12 3 1 0 3 14 2
TRIPLE t_3_14_3 12 3 1 0 3 14 3
TRIPLE t_3_14_4 12 3 1 0 3 14 4
TRIPLE t_3_14_5 12 3 1 0 3 14 5
TRIPLE t_3_14_6 12 3 1 0 3 14 6
TRIPLE t_3_14_7 12 3 1 0 3 14 7
TRIPLE t_3_14_8 12 3 1 0 3 14 8
TRIPLE t_3_14_9 12 3 1 0 3 14 9
TRIPLE t_3_14_10 12 3 1 0 3 14 10
TRIPLE t_3_14_11 12 3 1 0 3 14 11
TRIPLE t_3_14_12 12 3 1 0 3 14 12
TRIPLE t_3_14_13 12 3 1 0 3 14 13
TRIPLE t_3_14_14 12 3 1 0 3 14 14
TRIPLE t_3_14_15 12 3 1 0 3 14 15
TRIPLE t_3_15_0 12 3 1 0 3 15 0
TRIPLE t_3_15_1 12 3 1 0 3 15 1
TRIPLE t_3_15_2 12 3 1 0 3 15 2
TRIPLE t_3_15_3 12 3 1 0 3 15 3
TRIPLE t_3_15_4 12 3 1 0 3 15 4
TRIPLE t_3_15_5 12 3 1 0 3 15 5
TRIPLE t_3_15_6 12 3 1 0 3 15 6
TRIPLE t_3_15_7 12 3 1 0 3 15 7
TRIPLE t_3_15_8 12 3 1 0 3 15 8
TRIPLE t_3_15_9 12 3 1 0 3 15 9
TRIPLE t_3_15_10 12 3 1 0 3 15 10
TRIPLE t_3_15_11 12 3 1 0 3 15 11
TRIPLE t_3_15_12 12 3 1 0 3 15 12
TRIPLE t_3_15_13 12 3 1 0 3 15 13
TRIPLE t_3_15_14 12 3 1 0 3 15 14
TRIPLE t_3_15_15 12 3 1 0 3 15 15
TRIPLE t_4_0_0 12 3 1 0 4 0 0
TRIPLE t_4_0_1 12 3 1 0 4 0 1
TRIPLE t_4_0_2 12 3 1 0 4 0 2
TRIPLE t_4_0_3 12 3 1 0 4 0 3
TRIPLE t_4_0_4 12 3 1 0 4 0 4
TRIPLE t_4_0_5 12 3 1 0 4 0 5
TRIPLE t_4_0_6 12 3 1 0 4 0 6
TRIPLE t_4_0_7 12 3 1 0 4 0 7
TRIPLE t_4_0_8 12 3 1 0 4 0 8
TRIPLE t_4_0_9 12 3 1 0 4 0 9
TRIPLE t_4_0_10 12 3 1 0 4 0 10
TRIPLE t_4_0_11 12 3 1 0 4 0 11
TRIPLE t_4_0_12 12 3 1 0 4 0 12
TRIPLE t_4_0_13 12 3 1 0 4 0 13
TRIPLE t_4_0_14 12 3 1 0 4 0 14
TRIPLE t_4_0_15 12 3 1 0 4 0 15
TRIPLE t_4_1_0 12 3 1 0 4 1 0
TRIPLE t_4_1_1 12 3 1 0 4 1 1
TRIPLE t_4_1_2 12 3 1 0 4 1 2
TRIPLE t_4_1_3 12 3 1 0 4 1 3
TRIPLE t_4_1_4 12 3 1 0 4 1 4
TRIPLE t_4_1_5 12 3 1 0 4 1 5
TRIPLE t_4_1_6 12 3 1 0 4 1 6
TRIPLE t_4_1_7 12 3 1 0 4 1 7
TRIPLE t_4_1_8 12 3 1 0 4 1 8
TRIPLE t_4_1_9 12 3 1 0 4 1 9
TRIPLE t_4_1_10 12 3 1 0 4 1 10
TRIPLE t_4_1_11 12 3 1 0 4 1 11
TRIPLE t_4_1_12 12 3 1 0 4 1 12
TRIPLE t_4_1_13 12 3 1 0 4 1 13
TRIPLE t_4_1_14 12 3 1 0 4 1 14
TRIPLE t_4_1_15 12 3 1 0 4 1 15
TRIPLE t_4_2_0 12 3 1 0 4 2 0
TRIPLE t_4_2_1 12 3 1 0 4 2 1
TRIPLE t_4_2_2 12 3 1 0 4 2 2
TRIPLE t_4_2_3 12 3 1 0 4 2 3
TRIPLE t_4_2_4 12 3 1 0 4 2 4
TRIPLE t_4_2_5 12 3 1 0 4 2 5
TRIPLE t_4_2_6 12 3 1 0 4 2 6
TRIPLE t_4_2_7 12 3 1 0 4 2 7
TRIPLE t_4_2_8 12 3 1 0 4 2 8
TRIPLE t_4_2_9 12 3 1 0 4 2 9
TRIPLE t_4_2_10 12 3 1 0 4 2 10
TRIPLE t_4_2_11 12 3 1 0 4 2 11
TRIPLE t_4_2_12 12 3 1 0 4 2 12
TRIPLE t_4_2_13 12 3 1 0 4 2 13
TRIPLE t_4_2_14 12 3 1 0 4 2 14
TRIPLE t_4_2_15 12 3 1 0 4 2 15
TRIPLE t_4_3_0 12 3 1 0 4 3 0
TRIPLE t_4_3_1 12 3 1 0 4 3 1
TRIPLE t_4_3_2 12 3 1 0 4 3 2
TRIPLE t_4_3_3 12 3 1 0 4 3 3
TRIPLE t_4_3_4 12 3 1 0 4 3 4
TRIPLE t_4_3_5 12 3 1 0 4 3 5
TRIPLE t_4_3_6 12 3 1 0 4 3 6
TRIPLE t_4_3_7 12 3 1 0 4 3 7
TRIPLE t_4_3_8 12 3 1 0 4 3 8
TRIPLE t_4_3_9 12 3 1 0 4 3 9
TRIPLE t_4_3_10 12 3 1 0 4 3 10
TRIPLE t_4_3_11 12 3 1 0 4 3 11
TRIPLE t_4_3_12 12 3 1 0 4 3 12
TRIPLE t_4_3_13 12 3 1 0 4 3 13
TRIPLE t_4_3_14 12 3 1 0 4 3 14
TRIPLE t_4_3_15 12 3 1 0 4 3 15
TRIPLE t_4_4_0 12 3 1 0 4 4 0
TRIPLE t_4_4_1 12 3 1 0 4 4 1
TRIPLE t_4_4_2 12 3 1 0 4 4 2
TRIPLE t_4_4_3 12 3 1 0 4 4 3
TRIPLE t_4_4_4 12 3 1 0 4 4 4
TRIPLE t_4_4_5 12 3 1 0 4 4 5
TRIPLE t_4_4_6 12 3 1 0 4 4 6
TRIPLE t_4_4_7 12 3 1 0 4 4 7
TRIPLE t_4_4_8 12 3 1 0 4 4 8
TRIPLE t_4_4_9 12 3 1 0 4 4 9
TRIPLE t_4_4_10 12 3 1 0 4 4 10
TRIPLE t_4_4_11 12 3 1 0 4 4 11
TRIPLE t_4_4_12 12 3 1 0 4 4 12
TRIPLE t_4_4_13 12 3 1 0 4 4 13
TRIPLE t_4_4_14 12 3 1 0 4 4 14
TRIPLE t_4_4_15 12 3 1 0 4 4 15
TRIPLE t_4_5_0 12 3 1 0 4 5 0
TRIPLE t_4_5_1 12 3 1 0 4 5 1
TRIPLE t_4_5_2 12 3 1 0 4 5 2
TRIPLE t_4_5_3 12 3 1 0 4 5 3
TRIPLE t_4_5_4 12 3 1 0 4 5 4
TRIPLE t_4_5_5 12 3 1 0 4 5 5
TRIPLE t_4_5_6 12 3 1 0 4 5 6
TRIPLE t_4_5_7 12 3 1 0 4 5 7
TRIPLE t_4_5_8 12 3 1 0 4 5 8
TRIPLE t_4_5_9 12 3 1 0 4 5 9
TRIPLE t_4_5_10 12 3 1 0 4 5 10
TRIPLE t_4_5_11 12 3 1 0 4 5 11
TRIPLE t_4_5_12 12 3 1 0 4 5 12
TRIPLE t_4_5_13 12 3 1 0 4 5 13
TRIPLE t_4_5_14 12 3 1 0 4 5 14
TRIPLE t_4_5_15 12 3 1 0 4 5 15
TRIPLE t_4_6_0 12 3 1 0 4 6 0
TRIPLE t_4_6_1 12 3 1 0 4 6 1
TRIPLE t_4_6_2 12 3 1 0 4 6 2
TRIPLE t_4_6_3 12 3 1 0 4 6 3
TRIPLE t_4_6_4 12 3 1 0 4 6 4
TRIPLE t_4_6_5 12 3 1 0 4 6 5
TRIPLE t_4_6_6 12 3 1 0 4 6 6
TRIPLE t_4_6_7 12 3 1 0 4 6 7
TRIPLE t_4_6_8 12 3 1 0 4 6 8
TRIPLE t_4_6_9 12 3 1 0 4 6 9
TRIPLE t_4_6_10 12 3 1 0 4 6 10
TRIPLE t_4_6_11 12 3 1 0 4 6 11
TRIPLE t_4_6_12 12 3 1 0 4 6 12
TRIPLE t_4_6_13 12 3 1 0 4 6 13
TRIPLE t_4_6_14 12 3 1 0 4 6 14
TRIPLE t_4_6_15 12 3 1 0 4 6 15
TRIPLE t_4_7_0 12 3 1 0 4 7 0
TRIPLE t_4_7_1 12 3 1 0 4 7 1
TRIPLE t_4_7_2 12 3 1 0 4 7 2
TRIPLE t_4_7_3 12 3 1 0 4 7 3
TRIPLE t_4_7_4 12 3 1 0 4 7 4
TRIPLE t_4_7_5 12 3 1 0 4 7 5
TRIPLE t_4_7_6 12 3 1 0 4 7 6
TRIPLE t_4_7_7 12 3 1 0 4 7 7
TRIPLE t_4_7_8 12 3 1 0 4 7 8
TRIPLE t_4_7_9 12 3 1 0 4 7 9
TRIPLE t_4_7_10 12 3 1 0 4 7 10
TRIPLE t_4_7_11 12 3 1 0 4 7 11
TRIPLE t_4_7_12 12 3 1 0 4 7 12
TRIPLE t_4_7_13 12 3 1 0 4 7 13
TRIPLE t_4_7_14 12 3 1 0 4 7 14
TRIPLE t_4_7_15 12 3 1 0 4 7 15
TRIPLE t_4_8_0 12 3 1 0 4 8 0
TRIPLE t_4_8_1 12 3 1 0 4 8 1
TRIPLE t_4_8_2 12 3 1 0 4 8 2
TRIPLE t_4_8_3 12 3 1 0 4 8 3
TRIPLE t_4_8_4 12 3 1 0 4 8 4
TRIPLE t_4_8_5 12 3 1 0 4 8 5
TRIPLE t_4_8_6 12 3 1 0 4 8 6
TRIPLE t_4_8_7 12 3 1 0 4 8 7
TRIPLE t_4_8_8 12 3 1 0 4 8 8
TRIPLE t_4_8_9 12 3 1 0 4 8 9
TRIPLE t_4_8_10 12 3 1 0 4 8 10
TRIPLE t_4_8_11 12 3 1 0 4 8 11
TRIPLE t_4_8_12 12 3 1 0 4 8 12
TRIPLE t_4_8_13 12 3 1 0 4 8 13
TRIPLE t_4_8_14 12 3 1 0 4 8 14
TRIPLE t_4_8_15 12 3 1 0 4 8 15
TRIPLE t_4_9_0 12 3 1 0 4 9 0
TRIPLE t_4_9_1 12 3 1 0 4 9 1
TRIPLE t_4_9_2 12 3 1 0 4 9 2
TRIPLE t_4_9_3 12 3 1 0 4 9 3
TRIPLE t_4_9_4 12 3 1 0 4 9 4
TRIPLE t_4_9_5 12 3 1 0 4 9 5
TRIPLE t_4_9_6 12 3 1 0 4 9 6
TRIPLE t_4_9_7 12 3 1 0 4 9 7
TRIPLE t_4_9_8 12 3 1 0 4 9 8
TRIPLE t_4_9_9 12 3 1 0 4 9 9
TRIPLE t_4_9_10 12 3 1 0 4 9 10
TRIPLE t_4_9_11 12 3 1 0 4 9 11
TRIPLE t_4_9_12 12 3 1 0 4 9 12
TRIPLE t_4_9_13 12 3 1 0 4 9 13
TRIPLE t_4_9_14 12 3 1 0 4 9 14
TRIPLE t_4_9_15 12 3 1 0 4 9 15
TRIPLE t_4_10_0 12 3 1 0 4 10 0
TRIPLE t_4_10_1 12 3 1 0 4 10 1
TRIPLE t_4_10_2 12 3 1 0 4 10 2
TRIPLE t_4_10_3 12 3 1 0 4 10 3
TRIPLE t_4_10_4 12 3 1 0 4 10 4
TRIPLE t_4_10_5 12 3 1 0 4 10 5
TRIPLE t_4_10_6 12 3 1 0 4 10 6
TRIPLE t_4_10_7 12 3 1 0 4 10 7
TRIPLE t_4_10_8 12 3 1 0 4 10 8
TRIPLE t_4_10_9 12 3 1 0 4 10 9
TRIPLE t_4_10_10 12 3 1 0 4 10 10
TRIPLE t_4_10_11 12 3 1 0 4 10 11
TRIPLE t_4_10_12 12 3 1 0 4 10 12
TRIPLE t_4_10_13 12 3 1 0 4 10 13
TRIPLE t_4_10_14 12 3 1 0 4 10 14
TRIPLE t_4_10_15 12 3 1 0 4 10 15
TRIPLE t_4_11_0 12 3 1 0 4 11 0
TRIPLE t_4_11_1 12 3 1 0 4 11 1
TRIPLE t_4_11_2 12 3 1 0 4 11 2
TRIPLE t_4_11_3 12 3 1 0 4 11 3
TRIPLE t_4_11_4 12 3 1 0 4 11 4
TRIPLE t_4_11_5 12 3 1 0 4 11 5
TRIPLE t_4_11_6 12 3 1 0 4 11 6
TRIPLE t_4_11_7 12 3 1 0 4 11 7
TRIPLE t_4_11_8 12 3 1 0 4 11 8
TRIPLE t_4_11_9 12 3 1 0 4 11 9
TRIPLE t_4_11_10 12 3 1 0 4 11 10
TRIPLE t_4_11_11 12 3 1 0 4 11 11
TRIPLE t_4_11_12 12 3 1 0 4 11 12
TRIPLE t_4_11_13 12 3 1 0 4 11 13
TRIPLE t_4_11_14 12 3 1 0 4 11 14
TRIPLE t_4_11_15 12 3 1 0 4 11 15
TRIPLE t_4_12_0 12 3 1 0 4 12 0
TRIPLE t_4_12_1 12 3 1 0 4 12 1
TRIPLE t_4_12_2 12 3 1 0 4 12 2
TRIPLE t_4_12_3 12 3 1 0 4 12 3
TRIPLE t_4_12_4 12 3 1 0 4 12 4
TRIPLE t_4_12_5 12 3 1 0 4 12 5
TRIPLE t_4_12_6 12 3 1 0 4 12 6
TRIPLE t_4_12_7 12 3 1 0 4 12 7
TRIPLE t_4_12_8 12 3 1 0 4 12 8
TRIPLE t_4_12_9 12 3 1 0 4 12 9
TRIPLE t_4_12_10 12 3 1 0 4 12 10
TRIPLE t_4_12_11 12 3 1 0 4 12 11
TRIPLE t_4_12_12 12 3 1 0 4 12 12
TRIPLE t_4_12_13 12 3 1 0 4 12 13
TRIPLE t_4_12_14 12 3 1 0 4 12 14
TRIPLE t_4_12_15 12 3 1 0 4 12 15
TRIPLE t_4_13_0 12 3 1 0 4 13 0
TRIPLE t_4_13_1 12 3 1 0 4 13 1
TRIPLE t_4_13_2 12 3 1 0 4 13 2
TRIPLE t_4_13_3 12 3 1 0 4 13 3
TRIPLE t_4_13_4 12 3 1 0 4 13 4
TRIPLE t_4_13_5 12 3 1 0 4 13 5
TRIPLE t_4_13_6 12 3 1 0 4 13 6
TRIPLE t_4_13_7 12 3 1 0 4 13 7
TRIPLE t_4_13_8 12 3 1 0 4 13 8
TRIPLE t_4_13_9 12 3 1 0 4 13 9
TRIPLE t_4_13_10 12 3 1 0 4 13 10
TRIPLE t_4_13_11 12 3 1 0 4 13 11
TRIPLE t_4_13_12 12 3 1 0 4 13 12
TRIPLE t_4_13_13 12 3 1 0 4 13 13
TRIPLE t_4_13_14 12 3 1 0 4 13 14
TRIPLE t_4_13_15 12 3 1 0 4 13 15
TRIPLE t_4_14_0 12 3 1 0 4 14 0
TRIPLE t_4_14_1 12 3 1 0 4 14 1
TRIPLE t_4_14_2 12 3 1 0 4 14 2
TRIPLE t_4_14_3 12 3 1 0 4 14 3
TRIPLE t_4_14_4 12 3 1 0 4 14 4
TRIPLE t_4_14_5 12 3 1 0 4 14 5
TRIPLE t_4_14_6 12 3 1 0 4 14 6
TRIPLE t_4_14_7 12 3 1 0 4 14 7
TRIPLE t_4_14_8 12 3 1 0 4 14 8
TRIPLE t_4_14_9 12 3 1 0 4 14 9
TRIPLE t_4_14_10 12 3 1 0 4 14 10
TRIPLE t_4_14_11 12 3 1 0 4 14 11
TRIPLE t_4_14_12 12 3 1 0 4 14 12
TRIPLE t_4_14_13 12 3 1 0 4 14 13
TRIPLE t_4_14_14 12 3 1 0 4 14 14
TRIPLE t_4_14_15 12 3 1 0 4 14 15
TRIPLE t_4_15_0 12 3 1 0 4 15 0
TRIPLE t_4_15_1 12 3 1 0 4 15 1
TRIPLE t_4_15_2 12 3 1 0 4 15 2
TRIPLE t_4_15_3 12 3 1 0 4 15 3
TRIPLE t_4_15_4 12 3 1 0 4 15 4
TRIPLE t_4_15_5 12 3 1 0 4 15 5
TRIPLE t_4_15_6 12 3 1 0 4 15 6
TRIPLE t_4_15_7 12 3 1 0 4 15 7
TRIPLE t_4_15_8 12 3 1 0 4 15 8
TRIPLE t_4_15_9 12 3 1 0 4 15 9
TRIPLE t_4_15_10 12 3 1 0 4 15 10
TRIPLE t_4_15_11 12 3 1 0 4 15 11
TRIPLE t_4_15_12 12 3 1 0 4 15 12
TRIPLE t_4_15_13 12 3 1 0 4 15 13
TRIPLE t_4_15_14 12 3 1 0 4 15 14
TRIPLE t_4_15_15 12 3 1 0 4 15 15
TRIPLE t_5_0_0 12 3 1 0 5 0 0
TRIPLE t_5_0_1 12 3 1 0 5 0 1
TRIPLE t_5_0_2 12 3 1 0 5 0 2
TRIPLE t_5_0_3 12 3 1 0 5 0 3
TRIPLE t_5_0_4 12 3 1 0 5 0 4
TRIPLE t_5_0_5 12 3 1 0 5 0 5
TRIPLE t_5_0_6 12 3 1 0 5 0 6
TRIPLE t_5_0_7 12 3 1 0 5 0 7
TRIPLE t_5_0_8 12 3 1 0 5 0 8
TRIPLE t_5_0_9 12 3 1 0 5 0 9
TRIPLE t_5_0_10 12 3 1 0 5 0 10
TRIPLE t_5_0_11 12 3 1 0 5 0 11
TRIPLE t_5_0_12 12 3 1 0 5 0 12
TRIPLE t_5_0_13 12 3 1 0 5 0 13
TRIPLE t_5_0_14 12 3 1 0 5 0 14
TRIPLE t_5_0_15 12 3 1 0 5 0 15
TRIPLE t_5_1_0 12 3 1 0 5 1 0
